transfer_models/invaders_15500_to_assault_1000.pth,1000,3.43,", eps 0.86"
transfer_models/invaders_15500_to_assault_2000.pth,2000,3.75,", eps 0.72"
transfer_models/invaders_15500_to_assault_4000.pth,4000,4.03,", eps 0.43"
transfer_models/invaders_15500_to_assault_5000.pth,5000,4.17,", eps 0.29"
transfer_models/invaders_15500_to_assault_6000.pth,6000,4.36,", eps 0.13"
transfer_models/invaders_15500_to_assault_7000.pth,7000,5.5,", eps 0.10"
transfer_models/invaders_15500_to_assault_8000.pth,8000,7.22,", eps 0.10"
transfer_models/invaders_15500_to_assault_9000.pth,9000,7.83,", eps 0.10"
transfer_models/invaders_15500_to_assault_10000.pth,10000,7.95,", eps 0.10"
transfer_models/invaders_15500_to_assault_12000.pth,12000,8.05,", eps 0.10"
transfer_models/invaders_15500_to_assault_13000.pth,13000,8.18,", eps 0.10"
transfer_models/invaders_15500_to_assault_14000.pth,14000,9.88,", eps 0.10"
transfer_models/invaders_15500_to_assault_16000.pth,16000,7.88,", eps 0.10"
